Rank,Name,Company,Volume,Sides,City,State
-,Dillon Brickei,"Berkshire Hathaway HomeServices First, REALTORS®",$3.46M,15,Topeka,KS
-,David Dellert,REMAX of Lake Wallenpaupack,$3.46M,24,Greentown,PA
-,Margaret Peterson,REMAX Results Plus,$3.45M,15,Jacksonville,IL
-,Stuart Houghton,Keller Williams,$3.45M,33,Greenwood,IN
-,Brendan Lamy,REMAX of Reading,$3.45M,16,Wyomissing,PA
-,Michalene Cerqua,REMAX Select Realty,$3.45M,17,Rostraver Township,PA
-,James Criteser,REMAX Perrett Associates,$3.45M,31,Battle Creek,MI
-,Brenda Kelly,EXIT River City Realty,$3.45M,19.5,Florence,AL
-,Carly Guirola,Redfin,$3.45M,5,Silver Spring,MD
-,Karin Spradlin,Keller Williams,$3.45M,17,Vandalia,OH
-,Darryn Sanders,REMAX Results,$3.45M,15,Woodbury,MN
-,Amy McCann,Redfin,$3.45M,12,Cape Coral,FL
-,Jennifer Waldrop,REMAX Realty Team - The Curtis Edwards Team,$3.45M,33,Warner Robins,GA
-,David Morales,Redfin,$3.45M,8,Holiday,FL
-,Doug Meagher,REMAX Power Associates,$3.45M,27,Johnstown,PA
-,Leonmarie Benner,REMAX Results,$3.45M,78,St. Louis,MO
-,Maxwell Vrana,Keller Williams,$3.44M,17,Norman,OK
-,Greg Hansen,"ERA Carroll Realty Co., Inc.",$3.44M,20,Sheridan,WY
-,Angela Moyer,REMAX Innovations,$3.44M,16,Kansas City,MO
-,Stefanie Zimmerman,REMAX Signature Properties,$3.44M,18,Junction City,KS
-,Beverly Gates,REMAX Above & Beyond,$3.44M,18,Broadview Heights,OH
-,Karen Stone,CENTURY 21 American Way Realty,$3.44M,25.5,Prestonsburg,KY
-,Amber Cass,REMAX Together,$3.44M,17,Big Rapids,MI
-,Esteban Trevino,REMAX Alamo Realty,$3.44M,20,San Antonio,TX
-,Beau Linebach,REMAX Central,$3.44M,17,Higginsville,MO
-,Candace Vincent,EXIT Realty Collective,$3.44M,17.9,Ridgeland,MS
-,Michele Lasker,Keller Williams,$3.44M,28.3,Overland Park,KS
-,Raquel Uribe,REMAX Premier Realty,$3.44M,15,The Villages,FL
-,Sherrie Nowicki,REMAX Elite Group,$3.44M,17,Three Rivers,MI
-,Priscilla Jaimes,Redfin,$3.44M,10,Maywood,IL
-,Tami Marine,LPT Realty,$3.43M,18,West Palm Beach,FL
-,Cindy Moss,EXIT River City Realty,$3.43M,17,Florence,AL
-,Seth Stanley,NextHome Elite Real Estate,$3.43M,17,Texarkana,TX
-,Jane Lever,Keller Williams,$3.43M,15,Flowood,MS
-,Jermaine Burge,Keller Williams,$3.43M,22,Cleveland,OH
-,Mary DuBois Adamek,Edina Realty,$3.43M,28.3,Minneapolis,MN
-,Leah Sarber,REMAX 100,$3.43M,15,Mishawaka,IN
-,Francine McElhenny,REMAX Crown Realty,$3.43M,15,Sebastian,FL
-,Kay Pethoud,Keller Williams,$3.43M,17,Davenport,IA
-,Erin Witten,EXIT Alliance Realty,$3.43M,26.8,Temecula,CA
-,Kim Neigh,Berkshire Hathaway HomeServices The Preferred Realty,$3.43M,23,Punxsutawney,PA
-,Joe Danler,Berkshire Hathaway HomeServices PenFed Realty,$3.43M,27,Wichita,KS
-,Miranda Saffle,Keller Williams,$3.42M,20,Branson,MO
-,Melbatine Hunter,Keller Williams,$3.42M,19,Little Rock,AR
-,Nancy Lavo,EXIT Realty Homeward Bound,$3.42M,18,Vestal,NY
-,Ryan Porter,NextHome Realty Experience,$3.42M,18,Montrose,CO
-,Chad Theisen,Berkshire Hathaway HomeServices Midwest Realty,$3.42M,24,Sioux Falls,SD
-,Jennifer Swackhamer,REMAX Local Experts,$3.42M,18,Mount Orab,OH
-,Vincent Fox,REMAX Select,$3.42M,16,Morristown,NJ
-,Jodi Delange,EXIT Realty Home/Land Properties,$3.42M,16.5,Algona,IA
-,Steve Olszewski,Berkshire Hathaway HomeServices Starck Real Estate,$3.42M,17,Huntley,IL
-,Misty Clarke,Keller Williams,$3.42M,16,Johnson City,TN
-,Kary Roerink,Keller Williams,$3.42M,17,Grand Blanc,MI
-,Rhonda Porter,Keller Williams,$3.42M,19,Shreveport,LA
-,Carey Smith,EXIT Realty Homeward Bound,$3.42M,23.8,Vestal,NY
-,Brittany Moen,HUNT Real Estate ERA,$3.42M,15,Manlius,NY
-,Sharon Jack,REMAX Professionals,$3.42M,18,Florence,SC
-,Jonathan Schweitzer,Redfin,$3.42M,8,Sandy,OR
-,Jeffrey Horne,Redfin,$3.42M,9,Conroe,TX
-,Juntyna Goodrum,REMAX Transitions,$3.42M,17,North Ridgeville,OH
-,Lorraine Fox,Keller Williams,$3.41M,20,Sarasota,FL
-,Lisa Nicholson,Keller Williams,$3.41M,21,Shreveport,LA
-,Kristen LeDent,Keller Williams,$3.41M,24,Monroe,LA
-,Kalie Vowell,REMAX Real Estate Associates,$3.41M,20,Murray,KY
-,Morgan Eden,REMAX Tower,$3.41M,16,Greensburg,IN
-,Caryn Gusefski,EXIT Realty Homeward Bound,$3.41M,23.1,Vestal,NY
-,Nixon Yang,REMAX City Centre,$3.41M,18,Southfield,MI
-,Jollyn Hilliard,LPT Realty,$3.41M,15,San Antonio,TX
-,Willie Simpson,REMAX Plaza,$3.41M,19,Gurnee,IL
-,Danny Singh,REMAX Premier Realty,$3.40M,15,The Villages,FL
-,Keirsten Wyman,REMAX Jaret & Cohn,$3.40M,22,Belfast,ME
-,Karan Kandel,Redfin,$3.40M,2,Hayward,CA
-,Roxanne Carpenter,REMAX Cornerstone,$3.40M,17,Lebanon,PA
-,Marian Nawar,Redfin,$3.40M,8,Hamilton,NJ
-,Andy Gonzales,Redfin,$3.40M,8,Gilbert,AZ
-,Tawanna Griffin,Redfin,$3.40M,11,Greensboro,NC
-,Justin Jones,Keller Williams,$3.40M,43,Birmingham,AL
-,Jennifer Bijl,Redfin,$3.40M,6,Miami,FL
-,Tom Bariether,Coldwell Banker Classic Real Estate,$3.40M,27,Mattoon,IL
-,J.D. Williams,REMAX 24/7 Real Estate,$3.40M,16,Appleton,WI
-,Jennifer Dockery,REMAX Diversity,$3.39M,15,Tallmadge,OH
-,Alex Rhine,Redfin,$3.39M,10,Myrtle Beach,SC
-,Alesha Slaughter,Keller Williams,$3.39M,16,Forest,VA
-,Jimmy Stewart,REMAX Hiawassee Realty,$3.39M,15,Hiawassee,GA
-,Linda Hill,Keller Williams,$3.39M,15,Columbus,GA
-,Mel Barlaw,REMAX Revolution,$3.39M,18,Pleasant Hill,IA
-,Kim Grover,NextHome Partners,$3.39M,16,Winchester,VA
-,Tina Miller,REMAX Results,$3.39M,15,Goshen,IN
-,Lora Larimer,Better Homes and Gardens Real Estate GSA Realty,$3.39M,16,Altoona,PA
-,Emily Chionsini,American Real Estate ERA Powered,$3.39M,19,Beaumont,TX
-,Zach Romsdahl,EXIT Realty - Great Plains,$3.39M,21,Windom,MN
-,Scott Hier,HUNT Real Estate ERA,$3.39M,15,Syracuse,NY
-,Jennifer Dorbish,REMAX Valley Real Estate,$3.39M,16,Youngstown,OH
-,Bethany Binder,Keller Williams,$3.39M,15.3,York,PA
-,Dustin Kline,REMAX Elite Group,$3.39M,15,Three Rivers,MI
-,Jacob Lopez,LPT Realty,$3.39M,19,Houston,TX
-,Mike Pospahala,REMAX of Pueblo Inc,$3.39M,15,Pueblo,CO
-,Seth Beauchemin,REMAX Synergy,$3.38M,34,Bedford,NH
-,Brenda McGrew,Keller Williams,$3.38M,16,Oklahoma City,OK
-,Edward Pierce,HomeSmart River Realty,$3.38M,15,Lake Havasu,AZ
-,Peggy Morton,Berkshire Hathaway HomeServices Hodnett Cooper Real Estate,$3.38M,15,Kingsland,GA
-,Brandi Segraves,EXIT Realty Birmingham,$3.38M,23,Winfield,AL
-,Beth Collins,LPT Realty,$3.38M,16,Monterey,TN
-,Michael I. Blake,"ERA Top Service Realty, Inc.",$3.38M,19,Queens Village,NY
-,Mike Lingg,Compass,$3.38M,18,Wexford,PA
-,Tulio A. Pardo,Better Homes and Gardens Real Estate Wostal Realty,$3.38M,15,Wichita,KS
-,Crystal Schirmer,EXIT Elite Realty,$3.38M,15.6,Arnold,MO
-,Gary Naeyaert,EXIT Realty Home Partners,$3.38M,22.6,Lansing,MI
-,Angie Cornish,Keller Williams,$3.38M,17,Murray,KY
-,Kimberly Lopez,Redfin,$3.38M,3,Newark,CA
-,Stephen Sizemore,Keller Williams,$3.38M,21,Anniston,AL
-,Mindy Holt,Iron Valley Real Estate Greater Scranton,$3.38M,53,Dunmore,PA
-,Clint C Galliano,Keller Williams,$3.37M,17,Houma,LA
-,Julia Shin,REMAX Select Properties,$3.37M,16,Fort Lee,NJ
-,Vicmarie Vega Torres,REMAX Heritage Professionals,$3.37M,19,Winter Haven,FL
-,Emily Jones,REMAX Traders Unlimited,$3.37M,17,Peoria,IL
-,Amber Patrick,"CENTURY 21 Purdum-Epperson, Inc.",$3.37M,27,Macomb,IL
-,Jinnie Riley,Keller Williams,$3.37M,18,Davenport,IA
-,Paula Bodish,REMAX Advantage Realty,$3.37M,15,Dubuque,IA
-,Brandi Rone,Keller Williams,$3.37M,15,Owensboro,KY
-,Waleed Asif,Redfin,$3.37M,10,Chicago,IL
-,Kara Manning,Keller Williams,$3.37M,15,Mechanicsburg,PA
-,Debra Kilmer,REMAX Results,$3.37M,18,Bay City,MI
-,Cory Fessler,REMAX Infinity,$3.37M,17,Canton,OH
-,Pamela Dunn,Redfin,$3.37M,8,Bluffton,SC
-,Michelle Griffiths,REMAX Select Group,$3.37M,16,Pembroke Pines,FL
-,Jamie Johnson,Keller Williams,$3.37M,15.5,Metairie,LA
-,Jordan Porter,Berkshire Hathaway HomeServices One Realty Centre,$3.37M,16,Cedar Falls,IA
-,Rebecca Struthers,REMAX Real Estate Consultants,$3.37M,15,Mercer,PA
-,Morgan Layfield,REMAX of Albany,$3.37M,18,Albany,GA
-,Sam Xavier,Redfin,$3.37M,4,Hawthorne,CA
-,Veronica Lopez,REMAX Southern,$3.36M,30,Griffin,GA
-,Heather Byard,REMAX Real Estate Partners,$3.36M,17,Cambridge,OH
-,Danna Flemons,Redfin,$3.36M,6,Dallas,TX
-,Angie Peck,REMAX Platinum,$3.36M,16,Princeton,WV
-,Bill Minor,Berkshire Hathaway HomeServices Kee Realty,$3.36M,24,Clinton Township,MI
-,Stephanie Wagner,Better Homes and Gardens Real Estate Royal & Associates,$3.36M,19,Antioch,CA
-,Jennifer Evans,Mel Foster Co.,$3.36M,35,Galesburg,IL
-,Brent Karlen,REMAX Edge Realty,$3.36M,15,Akron,OH
-,Kristi Overfield,"ERA First Advantage Realty, Inc.",$3.35M,15,Henderson,KY
-,Mark Coon,REMAX Douglass Real Estate,$3.35M,19,Houghton,MI
-,Rod Canterbury,REMAX Advantage,$3.35M,18,Eufaula,OK
-,Melody Faulk,REMAX Local,$3.35M,23,Jasper,IN
-,Sharon Rodgers,Michael Saunders & Company,$3.35M,23.6,Placida,FL
-,Dennis Muchow,REMAX Realty Team,$3.35M,29,Cape Coral,FL
-,Jennifer Fialeix,CENTURY 21 Action Realty,$3.35M,29,Houma,LA
-,Gentraia Brown,REMAX City Centre,$3.35M,23,Southfield,MI
-,Jess Lutz,Berkshire Hathaway HomeServices Indiana Realty,$3.35M,17,Evansville,IN
-,Alejandra Benitez,REMAX Partners,$3.34M,15,Berwyn,IL
-,Bradley Evans,REMAX Realty One,$3.34M,20,Kokomo,IN
-,Anthony Paone,REMAX One,$3.34M,19,Baldwinsville,NY
-,Joshua Johnson,REMAX Transitions,$3.34M,16,North Ridgeville,OH
-,Kari Penhollow,Berkshire Hathaway HomeServices One Realty Centre,$3.34M,16,Independence,IA
-,Jose Hernandez,Keller Williams,$3.34M,15,Denver,CO
-,Tyrone Gallegos,"REMAX First Place Realtors, Inc",$3.34M,19,Clovis,NM
-,Joe Brown,Keller Williams,$3.34M,17,Westlake,OH
-,Shelly Lohman,EXIT Realty Midwest,$3.34M,19.3,Spencer,IA
-,Gregory Scott,REMAX Haven Realty,$3.34M,49,Cleveland,OH
-,Lisa Sandoval,Berkshire Hathaway HomeServices Arizona Properties,$3.33M,18,Gilbert,AZ
-,Chad Getz,REMAX Broadwater,$3.33M,22,Wheeling,WV
-,Tracy Jensen,HUNT Real Estate ERA,$3.33M,16,Liverpool,NY
-,Markus Moss,Keller Williams,$3.33M,17,Grand Blanc,MI
-,Mike Kisner,Berkshire Hathaway HomeServices Hodrick Realty,$3.33M,21,Danville,PA
-,Alejandra Bustamante,HomeSmart Houston,$3.33M,19,Houston,TX
-,Debra Wolverton,REMAX Bastrop Area,$3.33M,16,Bastrop,TX
-,Debi Sellers,REMAX Foxfire,$3.33M,18,Ocala,FL
-,Heather Carranco,Redfin,$3.33M,4,Oxnard,CA
-,Chuck Mikol,REMAX Above & Beyond,$3.33M,15,Middleburg Heights,OH
-,Kenya Young,Redfin,$3.33M,7,Waldorf,MD
-,Marci Murphy,Keller Williams,$3.33M,15.8,Lansing,MI
-,Alex Pearson,Redfin,$3.33M,10,Alexandria,KY
-,Alli Mathys,"REMAX New Horizons Realty, LLC",$3.33M,18,Phillips,WI
-,Jessica Teuthorn,Keller Williams,$3.32M,15.5,Chicago,IL
-,Keith Gilbert,Focus Real Estate,$3.32M,4,San Francisco,CA
-,Joseph Hatch,Redfin,$3.32M,8,Austin,TX
-,Jessica Crowley,Better Homes and Gardens Real Estate The Masiello Group,$3.32M,16,Machias,ME
-,Beth Stamper,REMAX Clarity,$3.32M,19,Hurricane,WV
-,Sabrina Harmon,Keller Williams,$3.32M,18,O'Fallon,IL
-,Norm Lebel,REMAX All Stars,$3.32M,19,Hollywood,FL
-,Karen Gustavus,REMAX Elite,$3.32M,18,Corpus Christi,TX
-,Krisiann Rivera,Redfin,$3.32M,11,El Paso,TX
-,Carisa Spangler,REMAX Associates,$3.32M,16,Pueblo,CO
-,Lacey Mapes,REMAX of Midland,$3.31M,19,Midland,MI
-,Marko Jovanovic,Redfin,$3.31M,9,Dallas,TX
-,Nicole Draper,Keller Williams,$3.31M,15.5,Traverse City,MI
-,Jamie Vogelsong,REMAX Realty of Defiance Inc,$3.31M,19,Defiance,OH
-,Shay Gonzalez,Keller Williams,$3.31M,25,Stow,OH
-,Barbara DeTota,ERA Martin Associates,$3.31M,18.8,Salisbury,MD
-,Christina Fayard,Keller Williams,$3.31M,15,Gulfport,MS
-,James Stinecipher,Redfin,$3.31M,7,Charlotte,NC
-,Matt Velasco,REMAX Advantage,$3.31M,20,Searcy,AR
-,Christi Shoemake,Keller Williams,$3.31M,17,Panama City Beach,FL
-,Leanne Barney,The Real Brokerage Inc.,$3.31M,18,Goddard,KS
-,Katie Bish,REMAX Select Group,$3.31M,21,DuBois,PA
-,Jason Terry,REMAX Crossroads Properties,$3.31M,22,Medina,OH
-,Lisa Wright Moore,REMAX Modern Realty,$3.30M,18,Niles,MI
-,Kodi Watkins,REMAX Freedom,$3.30M,15,Broken Bow,OK
-,Marcus Parrish,Keller Williams,$3.30M,15,Cincinnati,OH
-,Shelley Rocha,Redfin,$3.30M,2,Brentwood,CA
-,Edward Farrior,"ERA Weeks & Browning Realty, Inc.",$3.30M,17.1,Montgomery,AL
-,Taryn Kobernat,Keller Williams,$3.30M,19.5,Davenport,IA
-,Pilar Sasso,REMAX Professionals,$3.30M,22,Saint Joseph,MO
-,Blake Hall,ERA Doty Real Estate,$3.30M,15,Jonesboro,AR
-,Emma Chervinsky Reynolds,REMAX Perrett Associates,$3.30M,19,Battle Creek,MI
-,Sally A. Greathouse,CENTURY 21 Greathouse Realty,$3.30M,26,Weirton,WV
-,Ron Hartman,REMAX House of Brokers,$3.30M,15,Springfield,MO
-,Amy Johnson,REMAX Five Star Realty,$3.30M,20,Orwigsburg,PA
-,Tayler Morgano,Berkshire Hathaway HomeServices The Preferred Realty,$3.29M,15,Grove City,PA
-,Zachary King,Keller Williams,$3.29M,16.6,Joplin,MO
-,Ryan Hansen,Redfin,$3.29M,5,Seattle,WA
-,Dolores Capriotti,REMAX Results Realty Group,$3.29M,21,Altoona,PA
-,Keith Corum,REMAX Highland Realty,$3.29M,16,Glasgow,KY
-,Brittany LeBlanc,Compass,$3.29M,17,Lafayette,LA
-,Philip Hoffman,Berkshire Hathaway HomeServices The Preferred Realty,$3.29M,16,Grove City,PA
-,Michael LeVan,"Berkshire Hathaway HomeServices Dawson Ford Garbee & Co., REALTORS®",$3.29M,19,Lynchburg,VA
-,Tiffany Lee Hill,REMAX Select,$3.29M,20,Franklin Lakes,NJ
-,Donna DeLay,Redfin,$3.29M,6,La Plata,MD
-,Jody Williams,REMAX Traders Unlimited,$3.28M,19,Peoria,IL
-,Alyssia Tran,LPT Realty,$3.28M,17,Houston,TX
-,Bradley Wright,Engel & Völkers Yachting Sarasota,$3.28M,39,Sarasota,FL
-,Jack Michalkiewicz,Redfin,$3.28M,11,Downers Grove,IL
-,Patricia Kelly,REMAX Properties,$3.28M,22,Alamosa,CO
-,Raquel Aleman,NextHome My Way,$3.28M,15,Cornelius,NC
-,Courtney Thompson,Keller Williams,$3.27M,16,Novi,MI
-,Marc Chapnick,REMAX Central,$3.27M,19,Philadelphia,PA
-,Richard Hugo Guelich,CalNative Real Estate,$3.27M,3,Palm Springs,CA
-,Dwayne Epperly,Keller Williams,$3.27M,17,Roanoke,VA
-,MacArthur Lindon,Keller Williams,$3.27M,17,Lafayette,LA
-,Kayla Helton,EXIT Inspired Real Estate,$3.27M,16.4,Lake City,FL
-,Omar Abushikha,Berkshire Hathaway HomeServices PenFed Realty,$3.27M,19,Wichita,KS
-,Kuttan Lal,Coldwell Banker Access Realty,$3.27M,25.5,Warner Robins,GA
-,Casey Horn,Keller Williams,$3.27M,15,Lafayette,IN
-,Mary Richardson,Keller Williams,$3.27M,17,Owasso,OK
-,Tricia Willenborg,EXIT King Realty,$3.27M,27.5,Bradenton,FL
-,Virginia Montero-Smith,REMAX 100,$3.27M,20,Mishawaka,IN
-,Tracy Husky,eXp Realty,$3.27M,25,Murray,KY
-,Rick Brown,NextHome PPM Realty,$3.27M,17,Merced,CA
-,Dawn Boyce,REMAX of Pueblo Inc,$3.27M,20,Pueblo,CO
-,Lynda Steiner,REMAX Best Choice,$3.27M,15,St. Louis,MO
-,Richard Gallo,REMAX Real Estate Specialist,$3.27M,19,Indiana,PA
-,David Sturgeon,Howard Hanna Real Estate Services,$3.27M,33,Cleveland Heights,OH
-,Randy Ragsdale,American Real Estate ERA Powered,$3.26M,19,Orange,TX
-,Themistokli Gjikdhima,Berkshire Hathaway HomeServices True Realty,$3.26M,15,Madison,WI
-,Karen Callahan,REMAX On Point,$3.26M,27,Olean,NY
-,Brenda Reynolds,Better Homes and Gardens Real Estate Service First,$3.26M,18.5,Decatur,IL
-,Tonya Farris,EXIT Real Estate Consultants,$3.26M,15.3,Deridder,LA
-,Carolina Ponce,REMAX Professionals,$3.26M,22,Muscatine,IA
-,Alexandra Fermin,Keller Williams,$3.26M,16,Philadelphia,PA
-,Dominique Cerqua,Keller Williams,$3.26M,15,Rochester,NY
-,Joseph Haen,REMAX Preferred Realty,$3.25M,20,Willmar,MN
-,David DuPont,Redfin,$3.25M,3,Greenbrae,CA
-,Jaylin Warren,Better Homes and Gardens Real Estate Gaetano Marra Homes,$3.25M,21,Monroe,CT
-,Marilyn Rajca,REMAX Professionals,$3.25M,21,Saint Joseph,MO
-,Lisa Ford,EXIT Elevation Realty,$3.25M,33,Canon City,CO
-,Vincent Morris,Redfin,$3.25M,8,Arlington,TX
-,Paula Crouch,REMAX Tyler,$3.25M,16,Tyler,TX
-,Debbie Valdata,REMAX Elite Group,$3.25M,15,Wichita Falls,TX
-,Karen Casey,REMAX Alliance,$3.24M,15,Loveland,OH
-,Pamela Maloney,REMAX Realty One,$3.24M,18,Kokomo,IN
-,Keith Turnbill,REMAX Advanced Realty,$3.24M,16,Greenwood,IN
-,Sandra Rivera,LPT realty,$3.24M,7,Sanford,FL
-,Katie Harvey,REMAX Ignite,$3.24M,17,Beloit,WI
-,Dan Crawford,Keller Williams,$3.24M,16.9,Fort Smith,AR
-,Patrice Cox,Keller Williams,$3.24M,15.2,Mobile,AL
-,Denise Ebenhoeh,REMAX TriCounty,$3.24M,16,Chesaning,MI
-,Rosemary Mahoney,REMAX Palm Realty,$3.24M,17,Port Charlotte,FL
-,Pamela Pariso,Keller Williams,$3.24M,21.8,Binghamton,NY
-,Jose Torres,NextHome My Way,$3.24M,18,College Station,TX
-,Cliff Bennett,"Better Homes and Gardens Real Estate Redd, Brown & Williams",$3.24M,16,Paintsville,KY
-,Susan Pollock,REMAX First Realty,$3.23M,18,Mansfield,OH
-,David Tucker,NextHome Real Estate Professionals,$3.23M,16,Hayden,ID
-,Michael Belman,REMAX Premier Properties,$3.23M,17,Independence,MO
-,Lucy Berrios,Keller Williams,$3.23M,19,Philadelphia,PA
-,Judy Lucarelli,ERA Right Choice Realty,$3.23M,25,Fort Myers,FL
-,Jason VanSickle,REMAX Real Estate Professionals,$3.23M,20,East Lansing,MI
-,Jennifer Javier,REMAX of Reading,$3.23M,16,Wyomissing,PA
-,Harvey Roettinger,REMAX North Professionals,$3.23M,15,Colchester,VT
-,Niki Santelli-Wolff,Berkshire Hathaway HomeServices Pocono Real Estate,$3.23M,15,Milford,PA
-,Shane Ownby,Keller Williams,$3.23M,15,Branson,MO
-,Carrie Ammons,REMAX Right Choice,$3.22M,18,Clio,MI
-,Yesenia Ocampo,REMAX EK Real Estate,$3.22M,28,Emporia,KS
-,Danielle Shields,Redfin,$3.22M,9,Sunbury,OH
-,Christie Root,REMAX of Midland,$3.22M,30,Midland,MI
-,Amanda Dugan,HomeSmart Real Estate Momentum,$3.22M,18,Mentor,OH
-,Kristina Horne,REMAX of Albany,$3.22M,20,Albany,GA
-,Victor Yagudaev,Keller Williams,$3.22M,22,Mentor,OH
-,Gabriella Mangovski,HUNT Real Estate ERA,$3.22M,16,Syracuse,NY
-,Kristen Koenig,REMAX Elite Realty,$3.22M,16,Dunedin,FL
-,Jessica Kiester,REMAX Concepts,$3.22M,17,Altoona,IA
-,Jan Brown,REMAX Select,$3.21M,17,Slidell,LA
-,Martina Koeppel,REMAX Real Estate Partners,$3.21M,15,Cambridge,OH
-,Tam Brooks,Keller Williams,$3.21M,17,Johnson City,TN
-,Lyzette Abaya,Redfin,$3.21M,2,Los Altos,CA
-,Fatima Ortiz,EXIT Strategy Realty,$3.21M,20,Chicago,IL
-,Amanda Barrett,Better Homes and Gardens Real Estate First Realty Group,$3.21M,22.4,Richmond,IN
-,Anjanette Nicolazzo,ERA Team VP Real Estate,$3.21M,15,Ellicottville,NY
-,Greg Salopek,REMAX Select Realty,$3.21M,18,Monaca,PA
-,Joan Stube,Redfin,$3.21M,11,Chicago,IL
-,Viridiana Rodriguez,Keller Williams,$3.21M,15,West Chester,OH
-,Brittany Gunn,"Berkshire Hathaway HomeServices Enchanted Lands, REALTORS®",$3.21M,18,Carlsbad,NM
-,Tonya Mitchell,EXIT Realty Legacy Homes,$3.20M,16,Montgomery,AL
-,Michele Watson,REMAX Advantage,$3.20M,16,Searcy,AR
-,Mary Ratihn,Berkshire Hathaway HomeServices Mountain Sky Properties,$3.20M,15,Wytheville,VA
-,Debra Dace,EXIT Southern Charm Realty,$3.20M,27,Grenada,MS
-,Bianell Huerta,ERA Live Moore,$3.20M,16,Winston-Salem,NC
-,David Reese,Berkshire Hathaway HomeServices The Preferred Realty,$3.20M,25,Murrysville,PA
-,Bob Krous,Keller Williams,$3.20M,17,Rancho Mirage,CA
-,Stephanie Wheeler,Redfin,$3.19M,9,Mobile,AL
-,Rachel Draa,CENTURY 21 Lakeside Realty,$3.19M,25.6,Warren,OH
-,Alesha Ravae Powell,Keller Williams,$3.19M,22,Dayton,OH
-,Rachael Purcell,Redfin,$3.19M,8,Fort Worth,TX
-,Brad Park,REMAX Rising,$3.19M,15,Bloomington,IL
-,Cory Van Ginhoven,Redfin,$3.19M,8,Bradenton,FL
-,Lacey Aalderks,REMAX Preferred Realty,$3.19M,18,Willmar,MN
-,Tyler Scott,REMAX Best Choice,$3.19M,16,Festus,MO
-,Estela Torres,Keller Williams,$3.19M,19,Lincoln,NE
-,Dana Bryan,Berkshire Hathaway HomeServices PenFed Realty,$3.19M,16,Wichita,KS
-,Richard Garcia,REMAX Signature II,$3.19M,19,Houston,TX
-,Justin Annis,REMAX Preferred Associates,$3.19M,15,Toledo,OH
-,Joseph Wanamaker,Keller Williams,$3.19M,15,Moorestown,NJ
-,Charity Angelle,REMAX ONE,$3.19M,17,Beaumont,TX
-,Meredythe Hill-VanDusen,ERA Reardon Realty,$3.19M,15,Brooklyn,MI
-,Wendy Weir,REMAX Right Choice Real Estate,$3.19M,22,Milford,CT
-,Katherine Dodge,ERA Brady Associates,$3.19M,15,Tunkhannock,PA
-,Ider Velasquez,REMAX Prestige,$3.19M,15,Houston,TX
-,Jon Brophy,REMAX Results,$3.19M,16,Saint Cloud,MN
-,Milton Ali,Keller Williams,$3.18M,15,Louisville,KY
-,Starcha Sporrer,NextHome Star Realty,$3.18M,15,Temecula,CA
-,Kia Brown,Keller Williams,$3.18M,16,Wayne,PA
-,Kourtney Hunter,Redfin,$3.18M,9,Bowie,MD
-,Daniel Loria,REMAX Excellence,$3.18M,21,Dayton,TX
-,Kassaundra Friesen,EXIT Realty - Great Plains,$3.18M,23,Windom,MN
-,Jason Collins,REMAX Choice,$3.18M,15,Bloomington,IL
-,Bobbie Jo Hinkle,"ERA First Advantage Realty, Inc.",$3.18M,15.5,Boonville,IN
-,Sandy Sanchez,Keller Williams,$3.18M,16,Harlingen,TX
-,Lynda Ellinger,Better Homes and Gardens Real Estate Atchley Properties,$3.17M,19,Lakewood Ranch,FL
-,Denise Gordon,LPT Realty,$3.17M,23,Lancaster,SC
-,Eric H Sater,EXIT King Realty,$3.17M,19,Bradenton,FL
-,Heather Culver,Edina Realty,$3.17M,16.8,Minneapolis,MN
-,Janice Kidd,REMAX Freedom,$3.17M,24,Prestonsburg,KY
-,Stephanie Tuggle,Keller Williams,$3.17M,31,Bartlesville,OK
-,Mary Walsh,NextHome Partners,$3.16M,16,Lakewood,OH
-,Miyuki Ochi,REMAX New Trend,$3.16M,29,Farmington Hills,MI
-,Sherry Firnekas,Berkshire Hathaway HomeServices Hake Realty,$3.16M,15,Ten Sleep,WY
-,Frederick Arsement,Keller Williams,$3.16M,15.5,Lafayette,LA
-,Kimberly Hoobler,REMAX Premier,$3.16M,17,Enterprise,AL
-,Courtney Headley,REMAX Lakeland Realty,$3.16M,15,Erie,PA
-,Brandon Taylor,Keller Williams,$3.16M,15,Chesterfield,MI
-,Barry Turner,REMAX LakeTime Realty,$3.16M,30,Somerset,KY
-,Melanie Sienkiewicz,REMAX North Country,$3.16M,26,Florence,WI
-,Jean-Michel Kling,Redfin,$3.15M,7,Coconut Creek,FL
-,Lisa DeLoose,Keller Williams,$3.15M,18,Davenport,IA
-,Pam Masten,REMAX Alliance,$3.15M,15,Dayton,OH
-,Michelle Morgan,Keller Williams,$3.15M,15,Tulsa,OK
-,Heather Flaherty,Keller Williams,$3.15M,18,Irondale,AL
-,Amy Kushner,The Real Brokerage Inc.,$3.15M,17,Joppa,MD
-,Chelsea Avila,Keller Williams,$3.14M,16,Sioux City,IA
-,Robert Lanzas,Redfin,$3.14M,4,Los Angeles,CA
-,Ty Caces,Redfin,$3.14M,6,Bremerton,WA
-,Bruce Clark,REMAX Properties Ltd.,$3.14M,27,Yardley,PA
-,Mitchell Matthews,REMAX Desert Properties,$3.14M,15,Indian Wells,CA
-,Sarah Pinon,Mel Foster Co.,$3.14M,26.5,Kewanee,IL
